participant_id,role,department,comfort_with_ai,main_interest_category,main_interest_detail,concern_category,concern_detail,free_text_feedback
711801,Graduate Student,Medicine,Neutral,Literature Review,Finding and synthesizing relevant papers for Medicine review work faster,Research Integrity,Worried AI-generated text could undermine integrity of Medicine research outputs,"I'm somewhere in the middle on AI, what excites me most is speeding up literature reviews but my main worry is protecting research integrity. I hope the workshop balances enthusiasm with caution."
431976,IT Staff,Information Technology,Uncomfortable,Programming Assistance,Speeding up software prototyping and automation in Information Technology,Data Privacy,Protecting confidential participant and student data from AI services,"I've only dabbled with AI and feel uncertain, I'm hoping to get better at using AI for coding, though data privacy is my biggest concern. A hands-on session with real Information Technology examples would help a lot."
567509,Faculty,Humanities,Uncomfortable,Administrative Efficiency,Streamlining recurring administrative tasks for the Humanities office,Academic Misconduct,Rising plagiarism and unauthorized AI use in Humanities coursework,"I'm not very confident with AI yet, I'm focused on cutting down administrative busywork but I'm concerned about academic misconduct. I'd appreciate clear guidance tailored to Humanities work."
104791,Undergraduate Student,Humanities,Neutral,Generative AI Tools,Comparing chatbots and assistants for practical Humanities use cases,No Major Concerns,No significant worries; mainly curious how AI helps Humanities work,"I have mixed feelings about AI, I want to understand which generative AI tools are worth using, though I don't have major concerns at this point. Time for questions specific to Humanities would be valuable."
279765,Undergraduate Student,Public Health,Comfortable,Programming Assistance,Learning to use AI coding assistants for Public Health scripts and tools,No Major Concerns,Generally optimistic about AI's role in supporting Public Health tasks,"I'm reasonably comfortable using AI day to day, I'm hoping to get better at using AI for coding but I don't have major concerns at this point. Concrete do's and don'ts would make this more useful."
430588,Faculty,Education,Very Uncomfortable,Teaching and Course Design,Designing AI-aware assignments and rubrics for my Education courses,Lack of Training,Not enough hands-on training to use AI confidently in Education,"AI tools still feel intimidating to me, I'm most interested in applying AI to teaching and course design, and at the same time the lack of training is what holds me back. I'd appreciate clear guidance tailored to Education work."
352361,Administrative Staff,Information Technology,Uncomfortable,AI Policy and Governance,"Shaping clear, workable AI policy for Information Technology faculty and staff",Data Privacy,Sensitive Information Technology data being exposed when pasted into AI tools,"I'm not very confident with AI yet, my priority is sensible AI policy and governance but data privacy is my biggest concern. Concrete do's and don'ts would make this more useful."
264122,Undergraduate Student,Medicine,Comfortable,Administrative Efficiency,Reducing time spent on email and forms across Medicine operations,Data Privacy,Unclear where AI vendors store and reuse our Medicine data,"I already use AI fairly regularly, I'm focused on cutting down administrative busywork, though data privacy is my biggest concern. Please include practical takeaways I can use right away."
763726,IT Staff,Information Technology,Neutral,AI Policy and Governance,Understanding governance and compliance needs for campus AI adoption,Cost and Resources,Equitable access concerns when AI tools require paid Information Technology subscriptions,"I'm somewhere in the middle on AI, my priority is sensible AI policy and governance — that said, cost and access are practical concerns for us."
631371,Graduate Student,Engineering,Comfortable,Data Analysis,Using AI assistants to write and debug analysis code for Engineering data,Research Integrity,"Maintaining honest, reproducible practices as AI enters Engineering research","I already use AI fairly regularly, I'm keen to use AI for data analysis — that said, my main worry is protecting research integrity. I hope the workshop balances enthusiasm with caution."
